Extract.Date,LA.Code,LA.Name,Breakdown.Field,Breakdown.Value,Patient.Count,LAD19NM,pop19,age65plus,pct_over65_18,RGN19CD,RGN19NM,Shielders_pct,rank_imd,decile_imd,quintile_imd,rank_income,decile_income,quintile_income
16/09/2020,E07000140,South Holland,ALL,ALL,3520,South Holland,95019,23021,24.227786021743,E12000004,East Midlands,3.70452225344405,168,6,3,174,6,3
16/09/2020,E07000165,Harrogate,ALL,ALL,5930,Harrogate,160831,37919,23.5769223594954,E12000003,Yorkshire and The Humber,3.68710012373237,278,9,5,287,10,5
16/09/2020,E07000142,West Lindsey,ALL,ALL,3525,West Lindsey,95667,23717,24.7912028181087,E12000004,East Midlands,3.68465615102386,136,5,3,125,4,2
16/09/2020,E06000049,Cheshire East,ALL,ALL,14140,Cheshire East,384152,88280,22.9804868906058,E12000002,North West,3.68083466960995,216,7,4,226,8,4
16/09/2020,E07000038,North East Derbyshire,ALL,ALL,3730,North East Derbyshire,101462,25183,24.8201297037314,E12000004,East Midlands,3.67625317852989,170,6,3,145,5,3
16/09/2020,E06000008,Blackburn with Darwen,ALL,ALL,5475,Blackburn with Darwen,149696,21774,14.5454788371099,E12000002,North West,3.65741235570757,9,1,1,10,1,1
16/09/2020,E08000005,Rochdale,ALL,ALL,8125,Rochdale,222412,36615,16.4626908620038,E12000002,North West,3.65313022678633,15,1,1,15,1,1
16/09/2020,E07000132,Hinckley and Bosworth,ALL,ALL,4130,Hinckley and Bosworth,113136,24990,22.088459906661,E12000004,East Midlands,3.65047376608683,232,8,4,228,8,4
16/09/2020,E09000006,Bromley,ALL,ALL,12125,Bromley,332336,58177,17.505476385345,E12000007,London,3.64841606085408,223,8,4,207,7,4
16/09/2020,E08000030,Walsall,ALL,ALL,10380,Walsall,285478,50121,17.5568695311022,E12000005,West Midlands,3.63600697777062,25,1,1,16,1,1
16/09/2020,E07000061,Eastbourne,ALL,ALL,3765,Eastbourne,103745,26021,25.0816906838884,E12000008,South East,3.62909055858114,114,4,2,91,3,2
16/09/2020,E07000238,Wychavon,ALL,ALL,4695,Wychavon,129433,32551,25.1489187456058,E12000005,West Midlands,3.62735932876469,197,7,4,219,7,4
16/09/2020,E07000071,Colchester,ALL,ALL,7055,Colchester,194706,33618,17.2660318634249,E12000006,East of England,3.62341170790833,181,6,3,184,6,3
16/09/2020,E06000019,"Herefordshire, County of",ALL,ALL,6970,"Herefordshire, County of",192801,47666,24.7229008148298,E12000005,West Midlands,3.61512647755976,152,5,3,187,6,3
16/09/2020,E07000213,Spelthorne,ALL,ALL,3605,Spelthorne,99844,18545,18.5739754016265,E12000008,South East,3.61063258683546,208,7,4,234,8,4
16/09/2020,E07000083,Tewkesbury,ALL,ALL,3430,Tewkesbury,95019,20979,22.0787421463076,E12000009,South West,3.60980435491849,255,9,5,245,8,4
16/09/2020,E08000026,Coventry,ALL,ALL,13410,Coventry,371521,50231,13.5203662780839,E12000005,West Midlands,3.60948640857448,78,3,2,68,3,2
16/09/2020,E09000016,Havering,ALL,ALL,9335,Havering,259552,46709,17.9960085069659,E12000007,London,3.59658180249045,180,6,3,162,6,3
16/09/2020,E07000065,Wealden,ALL,ALL,5805,Wealden,161475,42157,26.1074469732157,E12000008,South East,3.59498374361356,252,8,4,255,9,5
16/09/2020,E07000153,Kettering,ALL,ALL,3655,Kettering,101776,19010,18.6782738563119,E12000004,East Midlands,3.59121993397265,144,5,3,144,5,3
16/09/2020,E07000095,Broxbourne,ALL,ALL,3490,Broxbourne,97279,17365,17.8507180378088,E12000006,East of England,3.58761911615045,164,6,3,161,6,3
16/09/2020,E07000036,Erewash,ALL,ALL,4135,Erewash,115371,23719,20.5588926159954,E12000004,East Midlands,3.5840895892382,153,5,3,133,5,3
16/09/2020,E07000125,Rossendale,ALL,ALL,2560,Rossendale,71482,13393,18.7361853333706,E12000002,North West,3.58132117176352,92,3,2,80,3,2
16/09/2020,E07000169,Selby,ALL,ALL,3245,Selby,90620,18514,20.4303685720592,E12000003,Yorkshire and The Humber,3.58088722136394,246,8,4,236,8,4
16/09/2020,E06000014,York,ALL,ALL,7525,York,210618,38735,18.3911156691261,E12000003,Yorkshire and The Humber,3.57281903730925,267,9,5,259,9,5
16/09/2020,E07000087,Fareham,ALL,ALL,4130,Fareham,116233,27537,23.6912064559979,E12000008,South East,3.5532077809228,298,10,5,302,10,5
16/09/2020,E06000054,Wiltshire,ALL,ALL,17745,Wiltshire,500024,108447,21.68835895877,E12000009,South West,3.5488296561765,233,8,4,241,8,4
16/09/2020,E07000216,Waverley,ALL,ALL,4460,Waverley,126328,28135,22.2713887657526,E12000008,South East,3.53049205243493,313,10,5,307,10,5
16/09/2020,E06000024,North Somerset,ALL,ALL,7585,North Somerset,215052,51641,24.0132619087477,E12000009,South West,3.52705392184216,196,7,4,180,6,3
16/09/2020,E07000215,Tandridge,ALL,ALL,3105,Tandridge,88129,18451,20.9363546619161,E12000008,South East,3.52324433500891,262,9,5,285,9,5
16/09/2020,E07000129,Blaby,ALL,ALL,3575,Blaby,101526,20649,20.3386324685302,E12000004,East Midlands,3.5212654886433,282,9,5,268,9,5
16/09/2020,E07000199,Tamworth,ALL,ALL,2700,Tamworth,76696,14631,19.0766141650151,E12000005,West Midlands,3.52039219776781,126,4,2,118,4,2
16/09/2020,E07000032,Amber Valley,ALL,ALL,4510,Amber Valley,128147,28476,22.2213551624306,E12000004,East Midlands,3.51939569400766,166,6,3,155,5,3
16/09/2020,E08000003,Manchester,ALL,ALL,19445,Manchester,552858,51441,9.30455921773765,E12000002,North West,3.51717800954314,6,1,1,8,1,1
16/09/2020,E07000155,South Northamptonshire,ALL,ALL,3315,South Northamptonshire,94490,19309,20.434966663139,E12000004,East Midlands,3.50830775743465,312,10,5,314,10,5
16/09/2020,E07000226,Crawley,ALL,ALL,3940,Crawley,112409,15275,13.5887695825067,E12000008,South East,3.5050574242276,149,5,3,152,5,3
16/09/2020,E06000030,Swindon,ALL,ALL,7780,Swindon,222193,36159,16.2736899902337,E12000009,South West,3.50146044204813,157,5,3,153,5,3
16/09/2020,E06000035,Medway,ALL,ALL,9750,Medway,278556,44859,16.1041226898721,E12000008,South East,3.50019385689054,93,3,2,103,4,2
16/09/2020,E07000229,Worthing,ALL,ALL,3865,Worthing,110570,24964,22.5775526815592,E12000008,South East,3.49552319797413,175,6,3,179,6,3
16/09/2020,E07000102,Three Rivers,ALL,ALL,3260,Three Rivers,93323,17002,18.2184456136215,E12000006,East of England,3.49324389485979,291,10,5,263,9,5
16/09/2020,E07000098,Hertsmere,ALL,ALL,3660,Hertsmere,104919,19263,18.3598776198782,E12000006,East of England,3.48840534126326,227,8,4,211,7,4
16/09/2020,E07000134,North West Leicestershire,ALL,ALL,3595,North West Leicestershire,103611,20777,20.0528901371476,E12000004,East Midlands,3.46970881470114,214,7,4,210,7,4
16/09/2020,E08000021,Newcastle upon Tyne,ALL,ALL,10500,Newcastle upon Tyne,302820,43840,14.4772472095634,E12000001,North East,3.46740638002774,41,2,1,36,2,1
16/09/2020,E07000078,Cheltenham,ALL,ALL,4025,Cheltenham,116306,22910,19.6980379344144,E12000009,South West,3.46069850222688,219,7,4,206,7,4
16/09/2020,E07000068,Brentwood,ALL,ALL,2665,Brentwood,77021,15685,20.3645758948858,E12000006,East of England,3.46009529868477,288,10,5,282,9,5
16/09/2020,E06000055,Bedford,ALL,ALL,5990,Bedford,173292,30925,17.8456016434688,E12000006,East of England,3.45659349537197,150,5,3,141,5,3
16/09/2020,E07000228,Mid Sussex,ALL,ALL,5220,Mid Sussex,151022,31041,20.5539590258373,E12000008,South East,3.45645005363457,311,10,5,312,10,5
16/09/2020,E07000028,Carlisle,ALL,ALL,3755,Carlisle,108678,23818,21.9161191777545,E12000002,North West,3.45516111816559,117,4,2,139,5,3
16/09/2020,E09000027,Richmond upon Thames,ALL,ALL,6840,Richmond upon Thames,198019,31392,15.853024204748,E12000007,London,3.45421398956666,295,10,5,283,9,5
16/09/2020,E07000126,South Ribble,ALL,ALL,3825,South Ribble,110788,23801,21.4833736505759,E12000002,North West,3.4525399862801,204,7,4,208,7,4
16/09/2020,E06000022,Bath and North East Somerset,ALL,ALL,6650,Bath and North East Somerset,193282,36682,18.9784873914798,E12000009,South West,3.44056870272452,265,9,5,238,8,4
16/09/2020,E07000222,Warwick,ALL,ALL,4930,Warwick,143753,27067,18.8288244419247,E12000005,West Midlands,3.42949364535001,259,9,5,266,9,5
16/09/2020,E07000164,Hambleton,ALL,ALL,3140,Hambleton,91594,24233,26.4569731641811,E12000003,Yorkshire and The Humber,3.42817215101426,260,9,5,276,9,5
16/09/2020,E07000239,Wyre Forest,ALL,ALL,3465,Wyre Forest,101291,25257,24.9350880137426,E12000005,West Midlands,3.42083699440227,109,4,2,113,4,2
16/09/2020,E07000106,Canterbury,ALL,ALL,5655,Canterbury,165394,34140,20.6416194057826,E12000008,South East,3.41910831106328,179,6,3,183,6,3
16/09/2020,E07000227,Horsham,ALL,ALL,4915,Horsham,143791,32782,22.7983670744344,E12000008,South East,3.41815551738287,290,10,5,306,10,5
16/09/2020,E09000025,Newham,ALL,ALL,12070,Newham,353134,27228,7.710387558264,E12000007,London,3.41796598458376,43,2,1,44,2,1
16/09/2020,E07000107,Dartford,ALL,ALL,3830,Dartford,112606,15874,14.0969397723034,E12000008,South East,3.4012397207964,154,5,3,198,7,4
16/09/2020,E07000084,Basingstoke and Deane,ALL,ALL,6000,Basingstoke and Deane,176582,30967,17.5368950402646,E12000008,South East,3.39785482098968,243,8,4,262,9,5
16/09/2020,E07000235,Malvern Hills,ALL,ALL,2670,Malvern Hills,78698,22176,28.1786068260947,E12000005,West Midlands,3.39271646039289,192,7,4,204,7,4
16/09/2020,E09000029,Sutton,ALL,ALL,7000,Sutton,206349,31622,15.3245230168307,E12000007,London,3.39231108461878,226,8,4,197,7,4
16/09/2020,E09000008,Croydon,ALL,ALL,13050,Croydon,386710,53197,13.7563031729203,E12000007,London,3.37462180962478,108,4,2,97,4,2
16/09/2020,E07000243,Stevenage,ALL,ALL,2950,Stevenage,87845,13521,15.3918834310433,E12000006,East of England,3.35818771700154,140,5,3,128,5,3
16/09/2020,E09000014,Haringey,ALL,ALL,8980,Haringey,268647,27993,10.4199935230991,E12000007,London,3.34267644902046,49,2,1,42,2,1
16/09/2020,E09000033,Westminster,ALL,ALL,8680,Westminster,261317,32628,12.4859844556611,E12000007,London,3.32163617368943,137,5,3,101,4,2
16/09/2020,E06000018,Nottingham,ALL,ALL,11010,Nottingham,332900,38779,11.6488434965455,E12000004,East Midlands,3.30729948933614,11,1,1,17,1,1
16/09/2020,E07000110,Maidstone,ALL,ALL,5680,Maidstone,171826,33008,19.2101311792162,E12000008,South East,3.30566968910409,185,6,3,199,7,4
16/09/2020,E07000172,Broxtowe,ALL,ALL,3765,Broxtowe,114033,24097,21.1316022554874,E12000004,East Midlands,3.30167583068059,220,7,4,191,7,4
16/09/2020,E07000210,Mole Valley,ALL,ALL,2880,Mole Valley,87245,20641,23.6586623875294,E12000008,South East,3.30104877070319,293,10,5,309,10,5
16/09/2020,E06000036,Bracknell Forest,ALL,ALL,4045,Bracknell Forest,122549,18011,14.6969783515165,E12000008,South East,3.30072052811528,286,10,5,271,9,5
16/09/2020,E09000028,Southwark,ALL,ALL,10500,Southwark,318830,27130,8.50923689740614,E12000007,London,3.29329109556817,72,3,2,54,2,1
16/09/2020,E07000130,Charnwood,ALL,ALL,6120,Charnwood,185851,33730,18.1489472749676,E12000004,East Midlands,3.29296048985478,236,8,4,222,7,4
16/09/2020,E07000196,South Staffordshire,ALL,ALL,3700,South Staffordshire,112436,27721,24.6549147959728,E12000005,West Midlands,3.29076096623857,239,8,4,217,7,4
16/09/2020,E07000181,West Oxfordshire,ALL,ALL,3640,West Oxfordshire,110643,24151,21.8278607774554,E12000008,South East,3.28986018094231,300,10,5,292,10,5
16/09/2020,E06000051,Shropshire,ALL,ALL,10615,Shropshire,323136,79762,24.683724499901,E12000005,West Midlands,3.28499455337691,174,6,3,193,7,4
16/09/2020,E07000236,Redditch,ALL,ALL,2800,Redditch,85261,15751,18.4738626101031,E12000005,West Midlands,3.2840337317179,107,4,2,122,4,2
16/09/2020,E07000133,Melton,ALL,ALL,1680,Melton,51209,11805,23.0525884121932,E12000004,East Midlands,3.28067331914312,249,8,4,260,9,5
16/09/2020,E07000131,Harborough,ALL,ALL,3075,Harborough,93807,20579,21.9375952754059,E12000004,East Midlands,3.27800697176117,309,10,5,305,10,5
16/09/2020,E07000092,Rushmoor,ALL,ALL,3095,Rushmoor,94599,14087,14.8912779204854,E12000008,South East,3.27170477489191,193,7,4,171,6,3
16/09/2020,E07000093,Test Valley,ALL,ALL,4115,Test Valley,126160,27409,21.7255865567533,E12000008,South East,3.26173113506658,261,9,5,277,9,5
16/09/2020,E07000008,Cambridge,ALL,ALL,4070,Cambridge,124798,16364,13.1123896216286,E12000006,East of England,3.26127021266366,210,7,4,244,8,4
16/09/2020,E07000211,Reigate and Banstead,ALL,ALL,4845,Reigate and Banstead,148748,27068,18.1972194584129,E12000008,South East,3.25718665124909,275,9,5,275,9,5
16/09/2020,E07000096,Dacorum,ALL,ALL,5035,Dacorum,154763,26844,17.3452310952876,E12000006,East of England,3.25336159159489,241,8,4,220,7,4
16/09/2020,E07000214,Surrey Heath,ALL,ALL,2905,Surrey Heath,89305,17572,19.6763898997816,E12000008,South East,3.25289737416718,308,10,5,311,10,5
16/09/2020,E07000195,Newcastle-under-Lyme,ALL,ALL,4200,Newcastle-under-Lyme,129441,26762,20.6750565894887,E12000005,West Midlands,3.24472153336269,151,5,3,160,6,3
16/09/2020,E08000029,Solihull,ALL,ALL,7010,Solihull,216374,45630,21.0884856775768,E12000005,West Midlands,3.23976078456746,171,6,3,158,5,3
16/09/2020,E07000039,South Derbyshire,ALL,ALL,3445,South Derbyshire,107261,19689,18.3561592750394,E12000004,East Midlands,3.21179179757787,215,7,4,225,8,4
16/09/2020,E08000031,Wolverhampton,ALL,ALL,8440,Wolverhampton,263357,43862,16.6549588581279,E12000005,West Midlands,3.20477526703296,24,1,1,11,1,1
16/09/2020,E06000044,Portsmouth,ALL,ALL,6885,Portsmouth,214905,30433,14.1611409692655,E12000008,South East,3.20374118796678,59,2,1,104,4,2
16/09/2020,E07000070,Chelmsford,ALL,ALL,5700,Chelmsford,178388,34304,19.2299930488598,E12000006,East of England,3.19528219386954,253,8,4,246,8,4
16/09/2020,E07000187,Mendip,ALL,ALL,3685,Mendip,115587,27200,23.5320581034199,E12000009,South West,3.18807478349641,184,6,3,185,6,3
16/09/2020,E06000015,Derby,ALL,ALL,8200,Derby,257302,42383,16.4720833883919,E12000004,East Midlands,3.18691654165144,67,3,2,59,2,1
16/09/2020,E07000118,Chorley,ALL,ALL,3760,Chorley,118216,23600,19.9634567232862,E12000002,North West,3.18061852879475,177,6,3,177,6,3
16/09/2020,E07000124,Ribble Valley,ALL,ALL,1935,Ribble Valley,60888,14437,23.7107476021548,E12000002,North West,3.17796610169492,283,9,5,300,10,5
16/09/2020,E07000094,Winchester,ALL,ALL,3965,Winchester,124859,26695,21.3801167717185,E12000008,South East,3.1755820565598,292,10,5,295,10,5
16/09/2020,E06000043,Brighton and Hove,ALL,ALL,9225,Brighton and Hove,290885,38839,13.3520119634907,E12000008,South East,3.17135637795005,131,5,3,126,4,2
16/09/2020,E07000212,Runnymede,ALL,ALL,2835,Runnymede,89424,15131,16.9205135086778,E12000008,South East,3.17028985507246,257,9,5,278,9,5
16/09/2020,E07000077,Uttlesford,ALL,ALL,2890,Uttlesford,91284,17930,19.6419964068183,E12000006,East of England,3.16594364839402,297,10,5,310,10,5
16/09/2020,E07000234,Bromsgrove,ALL,ALL,3160,Bromsgrove,99881,22624,22.6509546360169,E12000005,West Midlands,3.16376488020745,268,9,5,258,9,5
16/09/2020,E09000023,Lewisham,ALL,ALL,9655,Lewisham,305842,28988,9.47809653350423,E12000007,London,3.15685877021469,63,2,1,50,2,1
16/09/2020,E07000177,Cherwell,ALL,ALL,4745,Cherwell,150503,27493,18.2674099519611,E12000008,South East,3.15276107453008,217,7,4,250,8,4
16/09/2020,E07000208,Epsom and Ewell,ALL,ALL,2540,Epsom and Ewell,80627,14730,18.269314249569,E12000008,South East,3.15030944968807,299,10,5,301,10,5
16/09/2020,E06000020,Telford and Wrekin,ALL,ALL,5635,Telford and Wrekin,179854,31087,17.2845752666051,E12000005,West Midlands,3.1330968452189,86,3,2,63,2,1
16/09/2020,E07000086,Eastleigh,ALL,ALL,4185,Eastleigh,133584,26227,19.6333393220745,E12000008,South East,3.13286022278117,287,10,5,279,9,5
16/09/2020,E09000003,Barnet,ALL,ALL,12330,Barnet,395869,57304,14.4754956816523,E12000007,London,3.11466672055655,190,6,3,149,5,3
16/09/2020,E07000217,Woking,ALL,ALL,3135,Woking,100793,17482,17.3444584445348,E12000008,South East,3.11033504310815,279,9,5,273,9,5
16/09/2020,E07000179,South Oxfordshire,ALL,ALL,4405,South Oxfordshire,142057,29986,21.1084283069472,E12000008,South East,3.10086796145209,302,10,5,308,10,5
16/09/2020,E07000115,Tonbridge and Malling,ALL,ALL,4095,Tonbridge and Malling,132153,24903,18.8440671040385,E12000008,South East,3.09868107420944,234,8,4,232,8,4
16/09/2020,E06000023,"Bristol, City of",ALL,ALL,14270,"Bristol, City of",463377,60345,13.0228733838753,E12000009,South West,3.07956588263984,65,3,2,92,3,2
16/09/2020,E08000025,Birmingham,ALL,ALL,35115,Birmingham,1141816,149418,13.0859963426682,E12000005,West Midlands,3.0753641567468,7,1,1,7,1,1
16/09/2020,E07000220,Rugby,ALL,ALL,3345,Rugby,108935,20735,19.0342865011245,E12000005,West Midlands,3.07063845412402,224,8,4,214,7,4
16/09/2020,E07000209,Guildford,ALL,ALL,4575,Guildford,148998,24781,16.631766869354,E12000008,South East,3.07051101357065,296,10,5,297,10,5
16/09/2020,E07000176,Rushcliffe,ALL,ALL,3635,Rushcliffe,119184,25208,21.1504899986575,E12000004,East Midlands,3.04990602765472,314,10,5,293,10,5
16/09/2020,E09000021,Kingston upon Thames,ALL,ALL,5390,Kingston upon Thames,177507,24745,13.9402953122975,E12000007,London,3.03649996901531,273,9,5,242,8,4
16/09/2020,E09000024,Merton,ALL,ALL,6270,Merton,206548,26467,12.813970602475,E12000007,London,3.03561399771482,213,7,4,181,6,3
16/09/2020,E07000116,Tunbridge Wells,ALL,ALL,3540,Tunbridge Wells,118724,23056,19.4198308682322,E12000008,South East,2.9817054681446,274,9,5,256,9,5
16/09/2020,E07000152,East Northamptonshire,ALL,ALL,2810,East Northamptonshire,94527,20029,21.1886550932538,E12000004,East Midlands,2.97269563193585,228,8,4,224,8,4
16/09/2020,E06000017,Rutland,ALL,ALL,1185,Rutland,39927,10163,25.4539534650738,E12000004,East Midlands,2.96791644751672,303,10,5,303,10,5
16/09/2020,E09000011,Greenwich,ALL,ALL,8475,Greenwich,287942,30359,10.5434427766703,E12000007,London,2.9433010814678,88,3,2,57,2,1
16/09/2020,E09000026,Redbridge,ALL,ALL,8925,Redbridge,305222,38852,12.7290955435716,E12000007,London,2.92410114605107,173,6,3,132,5,3
16/09/2020,E07000123,Preston,ALL,ALL,4145,Preston,143135,21099,14.7406294756698,E12000002,North West,2.89586753763929,45,2,1,56,2,1
16/09/2020,E09000010,Enfield,ALL,ALL,9635,Enfield,333794,44564,13.3507492645164,E12000007,London,2.88651084201633,74,3,2,41,2,1
16/09/2020,E07000207,Elmbridge,ALL,ALL,3945,Elmbridge,136795,25360,18.5386892795789,E12000008,South East,2.88387733469791,310,10,5,299,10,5
16/09/2020,E07000180,Vale of White Horse,ALL,ALL,3920,Vale of White Horse,136007,27454,20.1857257347048,E12000008,South East,2.88220459241068,305,10,5,296,10,5
16/09/2020,E07000166,Richmondshire,ALL,ALL,1535,Richmondshire,53730,11481,21.3679508654383,E12000003,Yorkshire and The Humber,2.85687697747999,256,9,5,291,10,5
16/09/2020,E09000019,Islington,ALL,ALL,6885,Islington,242467,21484,8.86058721393014,E12000007,London,2.83956167231005,53,2,1,35,2,1
16/09/2020,E07000041,Exeter,ALL,ALL,3730,Exeter,131405,21049,16.01841634641,E12000009,South West,2.8385525664929,189,6,3,195,7,4
16/09/2020,E06000031,Peterborough,ALL,ALL,5710,Peterborough,202259,30051,14.8576824764287,E12000006,East of England,2.82311293935004,51,2,1,64,2,1
16/09/2020,E07000237,Worcester,ALL,ALL,2855,Worcester,101222,17547,17.3351642923475,E12000005,West Midlands,2.82053308569283,135,5,3,138,5,3
16/09/2020,E09000022,Lambeth,ALL,ALL,9195,Lambeth,326034,27500,8.4347031291215,E12000007,London,2.82025800990081,81,3,2,70,3,2
16/09/2020,E07000138,Lincoln,ALL,ALL,2785,Lincoln,99299,15272,15.3798124855235,E12000004,East Midlands,2.80466067130585,60,2,1,67,3,2
16/09/2020,E06000038,Reading,ALL,ALL,4525,Reading,161780,20270,12.5293608604277,E12000008,South East,2.79700828285326,141,5,3,140,5,3
16/09/2020,E07000240,St Albans,ALL,ALL,4105,St Albans,148452,25435,17.1334842238569,E12000006,East of England,2.76520356748309,306,10,5,290,10,5
16/09/2020,E09000031,Waltham Forest,ALL,ALL,7655,Waltham Forest,276983,29980,10.8237689677706,E12000007,London,2.7637075199561,82,3,2,72,3,2
16/09/2020,E06000039,Slough,ALL,ALL,4115,Slough,149539,15204,10.1672473401588,E12000008,South East,2.75179050281198,103,4,2,119,4,2
16/09/2020,E06000040,Windsor and Maidenhead,ALL,ALL,4125,Windsor and Maidenhead,151422,28454,18.791192825349,E12000008,South East,2.72417482268098,304,10,5,294,10,5
16/09/2020,E07000103,Watford,ALL,ALL,2630,Watford,96577,12856,13.3116580552305,E12000006,East of England,2.7232156724686,203,7,4,203,7,4
16/09/2020,E09000012+E09000001,Hackney and City of London,ALL,ALL,7765,,290841,,,,London,2.66984366028174,,,,,,
16/09/2020,E06000037,West Berkshire,ALL,ALL,4220,West Berkshire,158450,30568,19.2918901861786,E12000008,South East,2.663300725781,289,10,5,281,9,5
16/09/2020,E09000032,Wandsworth,ALL,ALL,8750,Wandsworth,329677,31626,9.59302590110927,E12000007,London,2.65411296511434,183,6,3,167,6,3
16/09/2020,E06000041,Wokingham,ALL,ALL,4395,Wokingham,171119,30147,17.6175643850186,E12000008,South East,2.56838808080926,316,10,5,315,10,5
16/09/2020,E09000030,Tower Hamlets,ALL,ALL,8175,Tower Hamlets,324745,20859,6.42319358265716,E12000007,London,2.51735977459237,50,2,1,23,1,1
16/09/2020,E09000007,Camden,ALL,ALL,6715,Camden,270029,32463,12.0220420769621,E12000007,London,2.48676993952501,138,5,3,90,3,2
16/09/2020,E07000178,Oxford,ALL,ALL,3725,Oxford,152457,19042,12.4900791698643,E12000008,South East,2.44331188466256,182,6,3,201,7,4
